Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.504,0.940,3.417,0.426,0.025,1.530,-0.017,88.720,-0.050,-0.193,"0.046
",0.0,0.0,0.0
0.756,0.952,3.418,0.440,0.050,1.531,0.024,88.760,-0.285,-0.123,"0.019
",0.0,0.0,0.0
1.008,0.998,3.423,0.535,0.045,1.514,0.021,88.787,-1.112,-0.074,"0.066
",0.0,0.0,0.0
1.259,1.049,3.428,0.646,0.040,1.513,-0.006,88.788,-2.047,-0.022,"0.165
",0.0,0.0,0.0
1.511,1.147,3.442,0.876,0.040,1.509,-0.034,88.755,-5.196,0.301,"0.234
",0.0,0.0,0.0
1.763,1.211,3.459,1.086,0.038,1.510,-0.081,88.703,-5.748,0.615,"0.277
",0.0,0.0,0.0
2.015,1.241,3.481,1.305,0.043,1.503,-0.105,88.646,-5.437,0.955,"0.292
",0.0,0.0,0.0
2.266,1.223,3.501,1.506,0.064,1.501,-0.099,88.587,-4.187,1.356,"0.324
",0.0,0.0,0.0
2.518,1.166,3.513,1.699,0.067,1.503,-0.077,88.527,-2.328,1.584,"0.339
",0.0,0.0,0.0
2.771,1.083,3.515,1.886,0.068,1.500,-0.050,88.467,-0.211,1.470,"0.348
",0.0,0.0,0.0
3.022,0.990,3.508,2.069,0.059,1.503,-0.019,88.407,1.300,1.271,"0.335
",0.0,0.0,0.0
3.321,0.889,3.497,2.285,0.051,1.503,0.012,88.332,3.363,1.091,"0.307
",0.0,0.0,0.0
3.574,0.828,3.491,2.459,0.043,1.505,0.028,88.268,3.186,1.095,"0.313
",0.0,0.0,0.0
3.826,0.795,3.491,2.629,0.051,1.503,0.017,88.204,2.968,1.207,"0.309
",0.0,0.0,0.0
4.078,0.788,3.496,2.794,0.053,1.504,0.007,88.139,2.513,1.409,"0.318
",0.0,0.0,0.0
4.330,0.795,3.504,2.956,0.054,1.504,-0.011,88.073,1.989,1.584,"0.326
",0.0,0.0,0.0
4.583,0.810,3.511,3.110,0.064,1.502,-0.023,88.006,1.542,1.641,"0.333
",0.0,0.0,0.0
4.835,0.825,3.515,3.259,0.065,1.505,-0.031,87.938,1.365,1.572,"0.325
",0.0,0.0,0.0
5.087,0.833,3.510,3.404,0.072,1.504,-0.040,87.866,1.371,1.315,"0.305
",0.0,0.0,0.0
5.340,0.831,3.498,3.546,0.060,1.506,-0.043,87.799,1.657,0.991,"0.291
",0.0,0.0,0.0
5.592,0.819,3.482,3.677,0.060,1.508,-0.037,87.733,2.095,0.654,"0.283
",0.0,0.0,0.0
5.844,0.797,3.465,3.799,0.051,1.509,-0.032,87.666,2.805,0.334,"0.274
",0.0,0.0,0.0
6.097,0.771,3.449,3.915,0.053,1.510,-0.027,87.602,3.214,0.213,"0.262
",0.0,0.0,0.0
6.348,0.744,3.437,4.017,0.048,1.511,-0.019,87.539,3.650,0.142,"0.256
",0.0,0.0,0.0
6.601,0.716,3.429,4.117,0.042,1.510,-0.016,87.478,4.072,0.185,"0.249
",0.0,0.0,0.0
6.853,0.695,3.427,4.207,0.055,1.509,-0.010,87.419,4.272,0.266,"0.259
",0.0,0.0,0.0
7.105,0.680,3.431,4.287,0.046,1.511,-0.011,87.362,4.361,0.441,"0.257
",0.0,0.0,0.0
7.358,0.671,3.435,4.361,0.057,1.512,-0.014,87.307,4.394,0.492,"0.238
",0.0,0.0,0.0
7.610,0.666,3.441,4.423,0.053,1.512,-0.015,87.255,4.346,0.625,"0.226
",0.0,0.0,0.0
7.862,0.665,3.445,4.477,0.063,1.515,-0.018,87.206,4.279,0.686,"0.205
",0.0,0.0,0.0
8.115,0.665,3.448,4.514,0.057,1.516,-0.025,87.161,4.268,0.661,"0.189
",0.0,0.0,0.0
8.367,0.663,3.448,4.542,0.056,1.517,-0.027,87.121,4.349,0.595,"0.176
",0.0,0.0,0.0
8.619,0.659,3.444,4.558,0.066,1.518,-0.024,87.085,4.454,0.452,"0.160
",0.0,0.0,0.0
8.872,0.652,3.437,4.560,0.063,1.518,-0.024,87.054,4.624,0.261,"0.160
",0.0,0.0,0.0
9.124,0.645,3.421,4.549,0.073,1.517,-0.024,87.028,4.797,-0.111,"0.162
",0.0,0.0,0.0
9.376,0.635,3.403,4.523,0.052,1.520,-0.024,87.009,4.996,-0.468,"0.153
",0.0,0.0,0.0
9.628,0.624,3.385,4.485,0.049,1.521,-0.024,86.995,5.229,-0.731,"0.135
",0.0,0.0,0.0
9.880,0.610,3.369,4.433,0.057,1.522,-0.022,86.988,5.494,-0.977,"0.115
",0.0,0.0,0.0
10.133,0.596,3.356,4.372,0.051,1.525,-0.018,86.987,5.727,-1.092,"0.097
",0.0,0.0,0.0
10.385,0.584,3.347,4.302,0.051,1.526,-0.012,86.991,5.870,-1.180,"0.085
",0.0,0.0,0.0
10.637,0.573,3.341,4.218,0.048,1.527,-0.016,87.001,6.031,-1.182,"0.079
",0.0,0.0,0.0
10.889,0.567,3.337,4.126,0.059,1.527,-0.014,87.016,6.028,-1.190,"0.047
",0.0,0.0,0.0
11.142,0.562,3.338,4.025,0.048,1.529,-0.022,87.038,6.064,-1.101,"0.037
",0.0,0.0,0.0
11.394,0.558,3.338,3.918,0.066,1.531,-0.022,87.064,6.103,-1.137,"0.023
",0.0,0.0,0.0
11.646,0.554,3.339,3.800,0.054,1.533,-0.017,87.096,6.146,-1.089,"0.003
",0.0,0.0,0.0
11.898,0.548,3.340,3.675,0.058,1.535,-0.027,87.133,6.304,-1.079,"-0.012
",0.0,0.0,0.0
12.151,0.542,3.339,3.541,0.066,1.535,-0.021,87.176,6.414,-1.116,"-0.030
",0.0,0.0,0.0
12.403,0.533,3.337,3.397,0.057,1.536,-0.022,87.225,6.623,-1.215,"-0.043
",0.0,0.0,0.0
12.656,0.523,3.332,3.245,0.057,1.540,-0.012,87.280,6.846,-1.370,"-0.061
",0.0,0.0,0.0
12.908,0.513,3.327,3.090,0.056,1.536,-0.015,87.341,6.985,-1.426,"-0.062
",0.0,0.0,0.0
13.160,0.504,3.319,2.933,0.064,1.536,-0.016,87.405,7.103,-1.532,"-0.037
",0.0,0.0,0.0
13.412,0.496,3.311,2.769,0.057,1.535,-0.015,87.474,7.196,-1.770,"-0.032
",0.0,0.0,0.0
13.665,0.489,3.301,2.596,0.056,1.532,-0.016,87.548,7.312,-1.899,"-0.019
",0.0,0.0,0.0
13.916,0.485,3.292,2.424,0.053,1.533,-0.012,87.626,7.292,-2.047,"-0.008
",0.0,0.0,0.0
14.169,0.483,3.286,2.261,0.045,1.533,-0.016,87.708,7.288,-2.033,"-0.002
",0.0,0.0,0.0
14.421,0.482,3.284,2.088,0.054,1.534,-0.013,87.791,7.252,-2.007,"-0.001
",0.0,0.0,0.0
14.673,0.483,3.284,1.922,0.054,1.530,-0.022,87.877,7.234,-1.907,"0.000
",0.0,0.0,0.0
14.925,0.484,3.283,1.758,0.058,1.531,-0.020,87.965,7.203,-1.965,"0.014
",0.0,0.0,0.0
15.178,0.485,3.278,1.595,0.068,1.530,-0.029,88.056,7.173,-2.139,"0.009
",0.0,0.0,0.0
15.430,0.487,3.269,1.434,0.058,1.534,-0.024,88.148,7.108,-2.365,"-0.007
",0.0,0.0,0.0
15.682,0.488,3.258,1.278,0.047,1.534,-0.031,88.241,7.145,-2.779,"-0.023
",0.0,0.0,0.0
15.934,0.489,3.246,1.127,0.052,1.533,-0.031,88.336,7.154,-2.780,"-0.035
",0.0,0.0,0.0
16.186,0.491,3.234,0.981,0.060,1.535,-0.024,88.431,7.108,-3.060,"-0.039
",0.0,0.0,0.0
16.439,0.494,3.221,0.836,0.054,1.538,-0.023,88.532,7.013,-3.290,"-0.038
",0.0,0.0,0.0
16.691,0.500,3.211,0.720,0.049,1.535,-0.030,88.625,6.897,-3.371,"-0.033
",0.0,0.0,0.0
16.943,0.506,3.203,0.623,0.043,1.532,-0.031,88.710,6.776,-3.387,"-0.027
",0.0,0.0,0.0
17.195,0.511,3.198,0.563,0.050,1.530,-0.035,88.785,6.734,-3.374,"-0.004
",0.0,0.0,0.0
17.447,0.512,3.196,0.541,0.053,1.529,-0.034,88.846,6.799,-3.354,"0.034
",0.0,0.0,0.0
17.700,0.509,3.196,0.552,0.038,1.527,-0.026,88.893,6.974,-3.296,"0.074
",0.0,0.0,0.0
17.952,0.501,3.204,0.588,0.034,1.520,-0.035,88.927,7.183,-2.955,"0.091
",0.0,0.0,0.0
18.205,0.491,3.216,0.651,0.054,1.519,-0.027,88.949,7.367,-2.613,"0.140
",0.0,0.0,0.0
18.457,0.484,3.229,0.730,0.063,1.519,-0.016,88.960,7.406,-2.390,"0.163
",0.0,0.0,0.0
18.709,0.482,3.240,0.818,0.057,1.520,-0.011,88.964,7.329,-2.318,"0.161
",0.0,0.0,0.0
18.962,0.486,3.247,0.909,0.054,1.517,-0.015,88.963,7.111,-2.226,"0.158
",0.0,0.0,0.0
19.214,0.497,3.252,1.001,0.055,1.518,-0.020,88.959,6.757,-2.175,"0.165
",0.0,0.0,0.0
19.466,0.512,3.254,1.091,0.062,1.517,-0.024,88.954,6.487,-2.286,"0.178
",0.0,0.0,0.0
19.718,0.528,3.252,1.178,0.059,1.516,-0.029,88.948,6.176,-2.342,"0.161
",0.0,0.0,0.0
19.970,0.543,3.246,1.260,0.057,1.519,-0.032,88.943,5.945,-2.664,"0.148
",0.0,0.0,0.0
20.223,0.557,3.234,1.336,0.065,1.520,-0.024,88.938,5.803,-2.999,"0.127
",0.0,0.0,0.0
20.475,0.569,3.221,1.404,0.046,1.521,-0.027,88.934,5.678,-3.239,"0.119
",0.0,0.0,0.0
20.727,0.580,3.208,1.465,0.050,1.519,-0.030,88.933,5.508,-3.472,"0.119
",0.0,0.0,0.0
20.979,0.587,3.202,1.516,0.037,1.519,-0.037,88.934,5.533,-3.399,"0.123
",0.0,0.0,0.0
21.232,0.590,3.200,1.563,0.049,1.522,-0.028,88.936,5.561,-3.303,"0.135
",0.0,0.0,0.0
21.483,0.589,3.205,1.601,0.050,1.522,-0.027,88.942,5.665,-3.076,"0.141
",0.0,0.0,0.0
21.736,0.585,3.214,1.633,0.044,1.517,-0.030,88.949,5.808,-2.780,"0.139
",0.0,0.0,0.0
21.988,0.578,3.226,1.662,0.051,1.518,-0.027,88.959,5.989,-2.486,"0.152
",0.0,0.0,0.0
22.240,0.569,3.239,1.686,0.060,1.513,-0.027,88.970,6.134,-2.248,"0.196
",0.0,0.0,0.0
22.492,0.561,3.250,1.702,0.063,1.510,-0.023,88.982,6.250,-2.062,"0.244
",0.0,0.0,0.0
22.745,0.553,3.259,1.710,0.059,1.509,-0.022,88.998,6.352,-1.985,"0.258
",0.0,0.0,0.0
22.997,0.545,3.262,1.716,0.070,1.506,-0.021,89.016,6.488,-2.069,"0.273
",0.0,0.0,0.0
23.249,0.538,3.261,1.714,0.058,1.504,-0.020,89.036,6.643,-2.160,"0.323
",0.0,0.0,0.0
23.501,0.533,3.256,1.713,0.056,1.501,-0.023,89.058,6.724,-2.336,"0.342
",0.0,0.0,0.0
23.754,0.528,3.251,1.704,0.047,1.503,-0.020,89.081,6.721,-2.377,"0.347
",0.0,0.0,0.0
24.006,0.523,3.249,1.692,0.049,1.502,-0.021,89.106,6.803,-2.344,"0.342
",0.0,0.0,0.0
24.258,0.518,3.250,1.672,0.054,1.499,-0.024,89.134,6.952,-2.168,"0.372
",0.0,0.0,0.0
24.510,0.513,3.253,1.647,0.057,1.501,-0.023,89.166,6.965,-2.128,"0.366
",0.0,0.0,0.0
24.762,0.509,3.258,1.613,0.052,1.500,-0.025,89.200,6.971,-1.973,"0.353
",0.0,0.0,0.0
25.015,0.506,3.266,1.573,0.052,1.503,-0.024,89.238,7.009,-1.846,"0.353
",0.0,0.0,0.0
25.267,0.503,3.274,1.534,0.058,1.503,-0.026,89.277,7.003,-1.652,"0.348
",0.0,0.0,0.0
25.519,0.501,3.280,1.490,0.063,1.504,-0.029,89.319,7.045,-1.664,"0.333
",0.0,0.0,0.0
25.771,0.498,3.283,1.442,0.059,1.505,-0.030,89.363,7.098,-1.687,"0.298
",0.0,0.0,0.0
26.023,0.494,3.282,1.387,0.055,1.511,-0.024,89.410,7.170,-1.809,"0.262
",0.0,0.0,0.0
26.323,0.490,3.279,1.317,0.059,1.514,-0.027,89.471,7.253,-1.952,"0.211
",0.0,0.0,0.0
26.575,0.488,3.274,1.251,0.061,1.523,-0.023,89.525,7.222,-2.096,"0.165
",0.0,0.0,0.0
26.828,0.484,3.265,1.184,0.060,1.525,-0.029,89.581,7.350,-2.367,"0.119
",0.0,0.0,0.0
27.126,0.478,3.251,1.095,0.053,1.526,-0.030,89.653,7.503,-2.688,"0.063
",0.0,0.0,0.0
27.378,0.471,3.238,1.021,0.053,1.532,-0.024,89.716,7.606,-2.914,"0.016
",0.0,0.0,0.0
27.630,0.466,3.223,0.949,0.063,1.539,-0.014,89.785,7.660,-3.322,"-0.040
",0.0,0.0,0.0
27.882,0.463,3.209,0.882,0.048,1.537,-0.021,89.848,7.640,-3.497,"-0.060
",0.0,0.0,0.0
28.134,0.436,3.186,0.840,0.087,1.538,-0.148,89.908,8.668,-3.932,"-0.073
",0.0,0.0,0.0
28.386,0.357,3.148,0.860,0.103,1.549,-0.155,89.953,10.987,-4.939,"-0.116
",0.0,0.0,0.0
28.638,0.211,3.092,0.938,0.060,1.571,-0.069,89.973,14.517,-6.405,"-0.293
",0.0,0.0,0.0
28.890,0.047,3.028,1.026,0.053,1.586,0.036,89.975,18.446,-8.244,"-0.510
",0.0,0.0,0.0
29.142,-0.095,2.963,1.093,0.086,1.596,0.035,89.975,19.664,-9.459,"-0.661
",0.0,0.0,0.0
29.394,-0.197,2.885,1.134,0.103,1.599,0.026,89.982,19.232,-11.,0.0,0.0,0.0,0.0
